t_s,theta_teo_rad,omega_teo_rad_s,alpha_teo_rad_s2,theta_sim_rad,omega_sim_rad_s,alpha_sim_rad_s2
28.8800,-0.199683,0.937324,4.022016,-0.137071,0.539836,2.720464
28.9200,-0.159182,1.082278,3.206245,-0.113411,0.639990,2.246942
28.9600,-0.113565,1.192448,2.287423,-0.086146,0.719591,1.700917
29.0000,-0.064297,1.264291,1.295082,-0.056152,0.776063,1.099823
29.0400,-0.012964,1.295499,0.261115,-0.024394,0.807577,0.463217
29.0800,0.038787,1.285068,-0.781244,0.008107,0.813121,-0.187928
29.1200,0.089290,1.233334,-1.798493,0.040307,0.792543,-0.832053
29.1600,0.136924,1.141960,-2.757937,0.071171,0.746556,-1.447907
29.2000,0.180157,1.013883,-3.628739,0.099713,0.676710,-2.015411
29.2400,0.217600,0.853218,-4.382910,0.125021,0.585324,-2.516415
29.2800,0.248049,0.665130,-4.996211,0.146291,0.475397,-2.935289
29.3200,0.270525,0.455664,-5.448929,0.162853,0.350500,-3.259329
29.3600,0.284306,0.231553,-5.726515,0.174185,0.214651,-3.478993
29.4000,0.288950,-0.000000,-5.820045,0.179936,0.072181,-3.588002
29.4400,0.284306,-0.231553,-5.726515,0.179932,-0.072390,-3.583366
29.4800,0.270525,-0.455664,-5.448929,0.174178,-0.214488,-3.465375
29.5200,0.248049,-0.665130,-4.996211,0.162865,-0.349620,-3.237589
29.5600,0.217600,-0.853218,-4.382910,0.146359,-0.473495,-2.906821
29.6000,0.180157,-1.013883,-3.628739,0.125189,-0.582165,-2.483085
29.6400,0.136924,-1.141960,-2.757937,0.100035,-0.672142,-1.979468
29.6800,0.089290,-1.233334,-1.798493,0.071706,-0.740523,-1.411875
29.7200,0.038787,-1.285068,-0.781244,0.041111,-0.785092,-0.798599
29.7600,-0.012964,-1.295499,0.261115,0.009235,-0.804411,-0.159720
29.8000,-0.064297,-1.264291,1.295082,-0.022897,-0.797870,0.483656
29.8400,-0.113565,-1.192448,2.287423,-0.054252,-0.765718,1.110254
29.8800,-0.159182,-1.082278,3.206245,-0.083827,-0.709049,1.699505
29.9200,-0.199683,-0.937324,4.022016,-0.110674,-0.629758,2.232355
29.9600,-0.233765,-0.762243,4.708516,-0.133940,-0.530461,2.691944
30.0000,-0.260335,-0.562662,5.243680,-0.152888,-0.414402,3.064107
30.0400,-0.278537,-0.344998,5.610308,-0.166919,-0.285333,3.337692
30.0800,-0.287787,-0.116245,5.796615,-0.175596,-0.147387,3.504738
30.1200,-0.287787,0.116245,5.796615,-0.178650,-0.004953,3.560531
30.1600,-0.278537,0.344998,5.610308,-0.175992,0.137456,3.503617
30.2000,-0.260335,0.562662,5.243680,-0.167714,0.275336,3.335793
30.2400,-0.233765,0.762243,4.708516,-0.154084,0.404319,3.062088
30.2800,-0.199683,0.937324,4.022016,-0.135542,0.520303,2.690740
30.3200,-0.159182,1.082278,3.206245,-0.112683,0.619578,2.233106
30.3600,-0.113565,1.192448,2.287423,-0.086241,0.698951,1.703478
30.4000,-0.064297,1.264291,1.295082,-0.057067,0.755857,1.118752
30.4400,-0.012964,1.295499,0.261115,-0.026097,0.788452,0.497924
30.4800,0.038787,1.285068,-0.781244,0.005671,0.795690,-0.138586
30.5200,0.089290,1.233334,-1.798493,0.037217,0.777365,-0.769731
30.5600,0.136924,1.141960,-2.757937,0.067527,0.734112,-1.374703
30.6000,0.180157,1.013883,-3.628739,0.095632,0.667388,-1.933771
30.6400,0.217600,0.853218,-4.382910,0.120635,0.579410,-2.429026
30.6800,0.248049,0.665130,-4.996211,0.141740,0.473066,-2.844974
30.7200,0.270525,0.455664,-5.448929,0.158281,0.351812,-3.168946
30.7600,0.284306,0.231553,-5.726515,0.169738,0.219551,-3.391350
30.8000,0.288950,-0.000000,-5.820045,0.175755,0.080504,-3.505787
30.8400,0.284306,-0.231553,-5.726515,0.176147,-0.060912,-3.509086
30.8800,0.270525,-0.455664,-5.448929,0.170910,-0.200222,-3.401307
30.9200,0.248049,-0.665130,-4.996211,0.160216,-0.333017,-3.185724
30.9600,0.217600,-0.853218,-4.382910,0.144412,-0.455080,-2.868810
31.0000,0.180157,-1.013883,-3.628739,0.124005,-0.562522,-2.460179
31.0400,0.136924,-1.141960,-2.757937,0.099651,-0.651895,-1.972463
31.0800,0.089290,-1.233334,-1.798493,0.072133,-0.720319,-1.421056
31.1200,0.038787,-1.285068,-0.781244,0.042335,-0.765579,-0.823708
31.1600,-0.012964,-1.295499,0.261115,0.011215,-0.786215,-0.199949
31.2000,-0.064297,-1.264291,1.295082,-0.020225,-0.781575,0.429648
31.2400,-0.113565,-1.192448,2.287423,-0.050976,-0.751843,1.044282
31.2800,-0.159182,-1.082278,3.206245,-0.080051,-0.698033,1.623784
31.3200,-0.199683,-0.937324,4.022016,-0.106521,-0.621941,2.149399
31.3600,-0.233765,-0.762243,4.708516,-0.129543,-0.526081,2.604461
31.4000,-0.260335,-0.562662,5.243680,-0.148386,-0.413584,2.974897
31.4400,-0.278537,-0.344998,5.610308,-0.162456,-0.288089,3.249556
31.4800,-0.287787,-0.116245,5.796615,-0.171313,-0.153619,3.420397
31.5200,-0.287787,0.116245,5.796615,-0.174683,-0.014457,3.482566
31.5600,-0.278537,0.344998,5.610308,-0.172466,0.124986,3.434412
31.6000,-0.260335,0.562662,5.243680,-0.164739,0.260296,3.277481
31.6400,-0.233765,0.762243,4.708516,-0.151754,0.387184,3.016501
31.6800,-0.199683,0.937324,4.022016,-0.133930,0.501616,2.659348
31.7200,-0.159182,1.082278,3.206245,-0.111840,0.599932,2.216960
31.7600,-0.113565,1.192448,2.287423,-0.086193,0.678973,1.703158
31.8000,-0.064297,1.264291,1.295082,-0.057814,0.736185,1.134318
31.8400,-0.012964,1.295499,0.261115,-0.027614,0.769718,0.528896
31.8800,0.038787,1.285068,-0.781244,0.003433,0.778497,-0.093225
31.9200,0.089290,1.233334,-1.798493,0.034331,0.762260,-0.711501
31.9600,0.136924,1.141960,-2.757937,0.064088,0.721576,-1.305562
32.0000,0.180157,1.013883,-3.628739,0.091749,0.657815,-1.856030
32.0400,0.217600,0.853218,-4.382910,0.116433,0.573094,-2.345247
32.0800,0.248049,0.665130,-4.996211,0.137354,0.470196,-2.757867
32.1200,0.270525,0.455664,-5.448929,0.153851,0.352465,-3.081276
32.1600,0.284306,0.231553,-5.726515,0.165404,0.223693,-3.305849
32.2000,0.288950,-0.000000,-5.820045,0.171654,0.087997,-3.425085
32.2400,0.284306,-0.231553,-5.726515,0.172409,-0.050313,-3.435653
32.2800,0.270525,-0.455664,-5.448929,0.167653,-0.186855,-3.337394
32.3200,0.248049,-0.665130,-4.996211,0.157542,-0.317305,-3.133318
32.3600,0.217600,-0.853218,-4.382910,0.142405,-0.437521,-2.829575
32.4000,0.180157,-1.013883,-3.628739,0.122728,-0.543671,-2.435399
32.4400,0.136924,-1.141960,-2.757937,0.099144,-0.632353,-1.962986
32.4800,0.089290,-1.233334,-1.798493,0.072411,-0.700710,-1.427241
32.5200,0.038787,-1.285068,-0.781244,0.043388,-0.746532,-0.845395
32.5600,-0.012964,-1.295499,0.261115,0.013009,-0.768341,-0.236441
32.6000,-0.064297,-1.264291,1.295082,-0.017749,-0.765447,0.379562
32.6400,-0.113565,-1.192448,2.287423,-0.047899,-0.737976,0.982287
32.6800,-0.159182,-1.082278,3.206245,-0.076472,-0.686864,1.551959
32.7200,-0.199683,-0.937324,4.022016,-0.102555,-0.613820,2.070129
32.7600,-0.233765,-0.762243,4.708516,-0.125317,-0.521254,2.520339
32.8000,-0.260335,-0.562662,5.243680,-0.144035,-0.412193,2.888620
32.8400,-0.278537,-0.344998,5.610308,-0.158119,-0.290165,3.163841
32.8800,-0.287787,-0.116245,5.796615,-0.167128,-0.159085,3.337900
32.9200,-0.287787,0.116245,5.796615,-0.170781,-0.023133,3.405819
32.9600,-0.278537,0.344998,5.610308,-0.168971,0.113380,3.365765
33.0000,-0.260335,0.562662,5.243680,-0.161761,0.246129,3.219052
33.0400,-0.233765,0.762243,4.708516,-0.149387,0.370904,2.970121
33.0800,-0.199683,0.937324,4.022016,-0.132248,0.483738,2.626509
33.1200,-0.159182,1.082278,3.206245,-0.110895,0.581025,2.198755
33.1600,-0.113565,1.192448,2.287423,-0.086015,0.659639,1.700224
33.2000,-0.064297,1.264291,1.295082,-0.058407,0.717043,1.146799
33.2400,-0.012964,1.295499,0.261115,-0.028960,0.751383,0.556411
33.2800,0.038787,1.285068,-0.781244,0.001381,0.761556,-0.051578
33.3200,0.089290,1.233334,-1.798493,0.031638,0.747256,-0.657115
33.3600,0.136924,1.141960,-2.757937,0.060841,0.708987,-1.240266
33.4000,0.180157,1.013883,-3.628739,0.088054,0.648035,-1.782004
33.4400,0.217600,0.853218,-4.382910,0.112408,0.566426,-2.264933
33.4800,0.248049,0.665130,-4.996211,0.133129,0.466841,-2.673869
33.5200,0.270525,0.455664,-5.448929,0.149559,0.352517,-2.996266
33.5600,0.284306,0.231553,-5.726515,0.161182,0.227139,-3.222484
33.6000,0.288950,-0.000000,-5.820045,0.167636,0.094718,-3.345937
33.6400,0.284306,-0.231553,-5.726515,0.168722,-0.040536,-3.363149
33.6800,0.270525,-0.455664,-5.448929,0.164413,-0.174334,-3.273762
33.7200,0.248049,-0.665130,-4.996211,0.154851,-0.302437,-3.080536
33.7600,0.217600,-0.853218,-4.382910,0.140348,-0.420777,-2.789314
33.8000,0.180157,-1.013883,-3.628739,0.121370,-0.525582,-2.408971
33.8400,0.136924,-1.141960,-2.757937,0.098527,-0.613494,-1.951284
33.8800,0.089290,-1.233334,-1.798493,0.072554,-0.681684,-1.430695
33.9200,0.038787,-1.285068,-0.781244,0.044285,-0.727950,-0.863929
33.9600,-0.012964,-1.295499,0.261115,0.014630,-0.750799,-0.269463
34.0000,-0.064297,-1.264291,1.295082,-0.015457,-0.749507,0.333148
34.0400,-0.113565,-1.192448,2.287423,-0.045009,-0.724147,0.924039
34.0800,-0.159182,-1.082278,3.206245,-0.073079,-0.675584,1.483830
34.1200,-0.199683,-0.937324,4.022016,-0.098768,-0.605441,1.994383
34.1600,-0.233765,-0.762243,4.708516,-0.121257,-0.516033,2.439455
34.2000,-0.260335,-0.562662,5.243680,-0.139832,-0.410284,2.805198
34.2400,-0.278537,-0.344998,5.610308,-0.153907,-0.291617,3.080514
34.2800,-0.287787,-0.116245,5.796615,-0.163040,-0.163843,3.257258
34.3200,-0.287787,0.116245,5.796615,-0.166948,-0.031037,3.330342
34.3600,-0.278537,0.344998,5.610308,-0.165512,0.102584,3.297771
34.4000,-0.260335,0.562662,5.243680,-0.158787,0.232785,3.160640
34.4400,-0.233765,0.762243,4.708516,-0.146990,0.355436,2.923122
34.4800,-0.199683,0.937324,4.022016,-0.130505,0.466635,2.592429
34.5200,-0.159182,1.082278,3.206245,-0.109860,0.562830,2.178718
34.5600,-0.113565,1.192448,2.287423,-0.085720,0.640932,1.694924
34.6000,-0.064297,1.264291,1.295082,-0.058860,0.698424,1.156450
34.6400,-0.012964,1.295499,0.261115,-0.030146,0.733448,0.580725
34.6800,0.038787,1.285068,-0.781244,-0.000499,0.744882,-0.013395
34.7200,0.089290,1.233334,-1.798493,0.029125,0.732377,-0.606340
34.7600,0.136924,1.141960,-2.757937,0.057777,0.696375,-1.178602
34.8000,0.180157,1.013883,-3.628739,0.084538,0.638088,-1.711513
34.8400,0.217600,0.853218,-4.382910,0.108553,0.559454,-2.187942
34.8800,0.248049,0.665130,-4.996211,0.129057,0.463053,-2.592878
34.9200,0.270525,0.455664,-5.448929,0.145402,0.352023,-2.913856
34.9600,0.284306,0.231553,-5.726515,0.157071,0.229945,-3.141238
35.0000,0.288950,-0.000000,-5.820045,0.163702,0.100724,-3.268370
35.0400,0.284306,-0.231553,-5.726515,0.165089,-0.031525,-3.291644
35.0800,0.270525,-0.455664,-5.448929,0.161195,-0.162607,-3.210521
35.1200,0.248049,-0.665130,-4.996211,0.152151,-0.288367,-3.027522
35.1600,0.217600,-0.853218,-4.382910,0.138250,-0.404809,-2.748206
35.2000,0.180157,-1.013883,-3.628739,0.119941,-0.508223,-2.381102
35.2400,0.136924,-1.141960,-2.757937,0.097811,-0.595297,-1.937589
35.2800,0.089290,-1.233334,-1.798493,0.072572,-0.663230,-1.431660
35.3200,0.038787,-1.285068,-0.781244,0.045037,-0.709830,-0.879558
35.3600,-0.012964,-1.295499,0.261115,0.016091,-0.733595,-0.299260
35.4000,-0.064297,-1.264291,1.295082,-0.013336,-0.733771,0.290170
35.4400,-0.113565,-1.192448,2.287423,-0.042296,-0.710381,0.869320
35.4800,-0.159182,-1.082278,3.206245,-0.069862,-0.664225,1.419206
35.5200,-0.199683,-0.937324,4.022016,-0.095151,-0.596845,1.922002
35.5600,-0.233765,-0.762243,4.708516,-0.117356,-0.510465,2.361688
35.6000,-0.260335,-0.562662,5.243680,-0.135772,-0.407910,2.724549
35.6400,-0.278537,-0.344998,5.610308,-0.149817,-0.292501,2.999534
35.6800,-0.287787,-0.116245,5.796615,-0.159050,-0.167947,3.178472
35.7200,-0.287787,0.116245,5.796615,-0.163184,-0.038223,3.256180
35.7600,-0.278537,0.344998,5.610308,-0.162094,0.092547,3.230514
35.8000,-0.260335,0.562662,5.243680,-0.155822,0.220218,3.102367
35.8400,-0.233765,0.762243,4.708516,-0.144572,0.340737,2.875658
35.8800,-0.199683,0.937324,4.022016,-0.128710,0.450270,2.557290
35.9200,-0.159182,1.082278,3.206245,-0.108744,0.545320,2.157060
35.9600,-0.113565,1.192448,2.287423,-0.085318,0.622835,1.687485
36.0000,-0.064297,1.264291,1.295082,-0.059185,0.680319,1.163512
36.0400,-0.012964,1.295499,0.261115,-0.031185,0.715916,0.602082
36.0800,0.038787,1.285068,-0.781244,-0.002219,0.728485,0.021561
36.1200,0.089290,1.233334,-1.798493,0.026782,0.717641,-0.558952
36.1600,0.136924,1.141960,-2.757937,0.054885,0.683769,-1.120372
36.2000,0.180157,1.013883,-3.628739,0.081191,0.628011,-1.644386
36.2400,0.217600,0.853218,-4.382910,0.104859,0.552218,-2.114136
36.2800,0.248049,0.665130,-4.996211,0.125134,0.458880,-2.514791
36.3200,0.270525,0.455664,-5.448929,0.141376,0.351035,-2.833983
36.3600,0.284306,0.231553,-5.726515,0.153070,0.232162,-3.062090
36.4000,0.288950,-0.000000,-5.820045,0.159852,0.106068,-3.192401
36.4400,0.284306,-0.231553,-5.726515,0.161513,-0.023230,-3.221195
36.4800,0.270525,-0.455664,-5.448929,0.158006,-0.151628,-3.147764
36.5200,0.248049,-0.665130,-4.996211,0.149449,-0.275051,-2.974409
36.5600,0.217600,-0.853218,-4.382910,0.136120,-0.389580,-2.706413
36.6000,0.180157,-1.013883,-3.628739,0.118450,-0.491565,-2.351980
36.6400,0.136924,-1.141960,-2.757937,0.097006,-0.577739,-1.922108
36.6800,0.089290,-1.233334,-1.798493,0.072479,-0.645333,-1.430361
36.7200,0.038787,-1.285068,-0.781244,0.045657,-0.692168,-0.892516
36.7600,-0.012964,-1.295499,0.261115,0.017403,-0.716734,-0.326065
36.8000,-0.064297,-1.264291,1.295082,-0.011375,-0.718253,0.250403
36.8400,-0.113565,-1.192448,2.287423,-0.039750,-0.696702,0.817925
36.8800,-0.159182,-1.082278,3.206245,-0.066813,-0.652819,1.357903
36.9200,-0.199683,-0.937324,4.022016,-0.091697,-0.588070,1.852830
36.9600,-0.233765,-0.762243,4.708516,-0.113608,-0.504593,2.286916
37.0000,-0.260335,-0.562662,5.243680,-0.131851,-0.405117,2.646589
37.0400,-0.278537,-0.344998,5.610308,-0.145847,-0.292866,2.920858
37.0800,-0.287787,-0.116245,5.796615,-0.155158,-0.171448,3.101536
37.1200,-0.287787,0.116245,5.796615,-0.159492,-0.044743,3.183366
37.1600,-0.278537,0.344998,5.610308,-0.158720,0.083221,3.164065
37.2000,-0.260335,0.562662,5.243680,-0.152872,0.208383,3.044339
37.2400,-0.233765,0.762243,4.708516,-0.142140,0.326768,2.827867
37.2800,-0.199683,0.937324,4.022016,-0.126871,0.434612,2.521261
37.3200,-0.159182,1.082278,3.206245,-0.107558,0.528469,2.133971
37.3600,-0.113565,1.192448,2.287423,-0.084821,0.605330,1.678117
37.4000,-0.064297,1.264291,1.295082,-0.059391,0.662719,1.168204
37.4400,-0.012964,1.295499,0.261115,-0.032088,0.698786,0.620706
37.4800,0.038787,1.285068,-0.781244,-0.003788,0.712375,0.053511
37.5200,0.089290,1.233334,-1.798493,0.024597,0.703067,-0.514741
37.5600,0.136924,1.141960,-2.757937,0.052156,0.671196,-1.065384
37.6000,0.180157,1.013883,-3.628739,0.078005,0.617836,-1.580457
37.6400,0.217600,0.853218,-4.382910,0.101319,0.544759,-2.043377
37.6800,0.248049,0.665130,-4.996211,0.121355,0.454366,-2.439506
37.7200,0.270525,0.455664,-5.448929,0.137477,0.349599,-2.756583
37.7600,0.284306,0.231553,-5.726515,0.149176,0.233839,-2.985011
37.8000,0.288950,-0.000000,-5.820045,0.156087,0.110798,-3.118041
37.8400,0.284306,-0.231553,-5.726515,0.157995,-0.015604,-3.151850
37.8800,0.270525,-0.455664,-5.448929,0.154847,-0.141350,-3.085575
37.9200,0.248049,-0.665130,-4.996211,0.146749,-0.262450,-2.921310
37.9600,0.217600,-0.853218,-4.382910,0.133965,-0.375055,-2.664081
38.0000,0.180157,-1.013883,-3.628739,0.116906,-0.475576,-2.321778
38.0400,0.136924,-1.141960,-2.757937,0.096123,-0.560797,-1.905036
38.0800,0.089290,-1.233334,-1.798493,0.072283,-0.627979,-1.427007
38.1200,0.038787,-1.285068,-0.781244,0.046154,-0.674958,-0.903019
38.1600,-0.012964,-1.295499,0.261115,0.018576,-0.700221,-0.350096
38.2000,-0.064297,-1.264291,1.295082,-0.009563,-0.702966,0.213638
38.2400,-0.113565,-1.192448,2.287423,-0.037359,-0.683130,0.769655
38.2800,-0.159182,-1.082278,3.206245,-0.063921,-0.641393,1.299747
38.3200,-0.199683,-0.937324,4.022016,-0.088397,-0.579150,1.786720
38.3600,-0.233765,-0.762243,4.708516,-0.110007,-0.498455,2.215022
38.4000,-0.260335,-0.562662,5.243680,-0.128063,-0.401948,2.571234
38.4400,-0.278537,-0.344998,5.610308,-0.141993,-0.292757,2.844435
38.4800,-0.287787,-0.116245,5.796615,-0.151361,-0.174393,3.026440
38.5200,-0.287787,0.116245,5.796615,-0.155873,-0.050642,3.111923
38.5600,-0.278537,0.344998,5.610308,-0.155393,0.074560,3.098482
38.6000,-0.260335,0.562662,5.243680,-0.149942,0.197237,2.986648
38.6400,-0.233765,0.762243,4.708516,-0.139699,0.313492,2.779875
38.6800,-0.199683,0.937324,4.022016,-0.124997,0.419627,2.484494
38.7200,-0.159182,1.082278,3.206245,-0.106310,0.512252,2.109627
38.7600,-0.113565,1.192448,2.287423,-0.084237,0.588397,1.667013
38.8000,-0.064297,1.264291,1.295082,-0.059490,0.645613,1.170733
38.8400,-0.012964,1.295499,0.261115,-0.032865,0.682056,0.636807
38.8800,0.038787,1.285068,-0.781244,-0.005219,0.696557,0.082662
38.9200,0.089290,1.233334,-1.798493,0.022560,0.688669,-0.473510
38.9600,0.136924,1.141960,-2.757937,0.049580,0.658677,-1.013455
39.0000,0.180157,1.013883,-3.628739,0.074973,0.607592,-1.519564
39.0400,0.217600,0.853218,-4.382910,0.097928,0.537112,-1.975534
39.0800,0.248049,0.665130,-4.996211,0.117714,0.449550,-2.366923
39.1200,0.270525,0.455664,-5.448929,0.133702,0.347758,-2.681586
39.1600,0.284306,0.231553,-5.726515,0.145388,0.235023,-2.909969
39.2000,0.288950,-0.000000,-5.820045,0.152406,0.114960,-3.045293
39.2400,0.284306,-0.231553,-5.726515,0.154538,-0.008601,-3.083647
39.2800,0.270525,-0.455664,-5.448929,0.151724,-0.131732,-3.024026
39.3200,0.248049,-0.665130,-4.996211,0.144058,-0.250523,-2.868330
39.3600,0.217600,-0.853218,-4.382910,0.131790,-0.361198,-2.621341
39.4000,0.180157,-1.013883,-3.628739,0.115317,-0.460230,-2.290653
39.4400,0.136924,-1.141960,-2.757937,0.095170,-0.544450,-1.886550
39.4800,0.089290,-1.233334,-1.798493,0.071995,-0.611154,-1.421790
39.5200,0.038787,-1.285068,-0.781244,0.046540,-0.658193,-0.911267
39.5600,-0.012964,-1.295499,0.261115,0.019622,-0.684055,-0.371556
39.6000,-0.064297,-1.264291,1.295082,-0.007891,-0.687918,0.179676
39.6400,-0.113565,-1.192448,2.287423,-0.035116,-0.669681,0.724327
39.6800,-0.159182,-1.082278,3.206245,-0.061179,-0.629972,1.244569
39.7200,-0.199683,-0.937324,4.022016,-0.085245,-0.570116,1.723528
39.7600,-0.233765,-0.762243,4.708516,-0.106546,-0.492090,2.145890
39.8000,-0.260335,-0.562662,5.243680,-0.124404,-0.398445,2.498398
39.8400,-0.278537,-0.344998,5.610308,-0.138253,-0.292218,2.770215
39.8800,-0.287787,-0.116245,5.796615,-0.147659,-0.176827,2.953165
39.9200,-0.287787,0.116245,5.796615,-0.152326,-0.055964,3.041870
39.9600,-0.278537,0.344998,5.610308,-0.152114,0.066522,3.033817
40.0000,-0.260335,0.562662,5.243680,-0.147035,0.186741,2.929377
40.0400,-0.233765,0.762243,4.708516,-0.137256,0.300872,2.731791
40.0800,-0.199683,0.937324,4.022016,-0.123095,0.405284,2.447126
40.1200,-0.159182,1.082278,3.206245,-0.105008,0.496642,2.084189
40.1600,-0.113565,1.192448,2.287423,-0.083577,0.572019,1.654351
40.2000,-0.064297,1.264291,1.295082,-0.059492,0.628991,1.171288
40.2400,-0.012964,1.295499,0.261115,-0.033528,0.665722,0.650582
40.2800,0.038787,1.285068,-0.781244,-0.006520,0.681037,0.109211
40.3200,0.089290,1.233334,-1.798493,0.020663,0.674459,-0.435071
40.3600,0.136924,1.141960,-2.757937,0.047148,0.646231,-0.964413
40.4000,0.180157,1.013883,-3.628739,0.072085,0.597306,-1.461556
40.4400,0.217600,0.853218,-4.382910,0.094678,0.529307,-1.910478
40.4800,0.248049,0.665130,-4.996211,0.114205,0.444468,-2.296942
40.5200,0.270525,0.455664,-5.448929,0.130047,0.345552,-2.608926
40.5600,0.284306,0.231553,-5.726515,0.141704,0.235754,-2.836928
40.6000,0.288950,-0.000000,-5.820045,0.148809,0.118597,-2.974153
40.6400,0.284306,-0.231553,-5.726515,0.151143,-0.002178,-3.016614
40.6800,0.270525,-0.455664,-5.448929,0.148638,-0.122732,-2.963176
40.7200,0.248049,-0.665130,-4.996211,0.141379,-0.239232,-2.815560
40.7600,0.217600,-0.853218,-4.382910,0.129603,-0.347976,-2.578312
40.8000,0.180157,-1.013883,-3.628739,0.113691,-0.445497,-2.258746
40.8400,0.136924,-1.141960,-2.757937,0.094155,-0.528676,-1.866812
40.8800,0.089290,-1.233334,-1.798493,0.071624,-0.594842,-1.414887
40.9200,0.038787,-1.285068,-0.781244,0.046823,-0.641867,-0.917449
40.9600,-0.012964,-1.295499,0.261115,0.020550,-0.668238,-0.390633
41.0000,-0.064297,-1.264291,1.295082,-0.006349,-0.673118,0.148331
41.0400,-0.113565,-1.192448,2.287423,-0.033011,-0.656372,0.681763
41.0800,-0.159182,-1.082278,3.206245,-0.058578,-0.618577,1.192210
41.1200,-0.199683,-0.937324,4.022016,-0.082233,-0.560995,1.663114
41.1600,-0.233765,-0.762243,4.708516,-0.103219,-0.485528,2.079407
41.2000,-0.260335,-0.562662,5.243680,-0.120869,-0.394642,2.427999
41.2400,-0.278537,-0.344998,5.610308,-0.134624,-0.291288,2.698144
41.2800,-0.287787,-0.116245,5.796615,-0.144050,-0.178791,2.881689
41.3200,-0.287787,0.116245,5.796615,-0.148853,-0.060753,2.973214
41.3600,-0.278537,0.344998,5.610308,-0.148887,0.059066,2.970110
41.4000,-0.260335,0.562662,5.243680,-0.144155,0.176856,2.872597
41.4400,-0.233765,0.762243,4.708516,-0.134815,0.288874,2.683715
41.4800,-0.199683,0.937324,4.022016,-0.121170,0.391554,2.409283
41.5200,-0.159182,1.082278,3.206245,-0.103659,0.481617,2.057801
41.5600,-0.113565,1.192448,2.287423,-0.082847,0.556178,1.640295
41.6000,-0.064297,1.264291,1.295082,-0.059404,0.612840,1.170046
41.6400,-0.012964,1.295499,0.261115,-0.034083,0.649781,0.662213
41.6800,0.038787,1.285068,-0.781244,-0.007701,0.665817,0.133339
41.7200,0.089290,1.233334,-1.798493,0.018896,0.660448,-0.399247
41.7600,0.136924,1.141960,-2.757937,0.044852,0.633877,-0.918093
41.8000,0.180157,1.013883,-3.628739,0.069335,0.587001,-1.406286
41.8400,0.217600,0.853218,-4.382910,0.091562,0.521375,-1.848085
41.8800,0.248049,0.665130,-4.996211,0.110824,0.439154,-2.229463
41.9200,0.270525,0.455664,-5.448929,0.126509,0.343018,-2.538531
41.9600,0.284306,0.231553,-5.726515,0.138121,0.236072,-2.765848
42.0000,0.288950,-0.000000,-5.820045,0.145296,0.121750,-2.904612
42.0400,0.284306,-0.231553,-5.726515,0.147811,0.003703,-2.950774
42.0800,0.270525,-0.455664,-5.448929,0.145593,-0.114312,-2.903079
42.1200,0.248049,-0.665130,-4.996211,0.138717,-0.228544,-2.763078
42.1600,0.217600,-0.853218,-4.382910,0.127408,-0.335358,-2.535101
42.2000,0.180157,-1.013883,-3.628739,0.112033,-0.431352,-2.226188
42.2400,0.136924,-1.141960,-2.757937,0.093085,-0.513454,-1.845971
42.2800,0.089290,-1.233334,-1.798493,0.071177,-0.579029,-1.406462
42.3200,0.038787,-1.285068,-0.781244,0.047012,-0.625970,-0.921736
42.3600,-0.012964,-1.295499,0.261115,0.021368,-0.652768,-0.407505
42.4000,-0.064297,-1.264291,1.295082,-0.004929,-0.658571,0.119430
42.4400,-0.113565,-1.192448,2.287423,-0.031035,-0.643214,0.641797
42.4800,-0.159182,-1.082278,3.206245,-0.056111,-0.607227,1.142517
42.5200,-0.199683,-0.937324,4.022016,-0.079354,-0.551813,1.605346
42.5600,-0.233765,-0.762243,4.708516,-0.100021,-0.478799,2.015463
42.6000,-0.260335,-0.562662,5.243680,-0.117455,-0.390576,2.359951
42.6400,-0.278537,-0.344998,5.610308,-0.131102,-0.290003,2.628167
42.6800,-0.287787,-0.116245,5.796615,-0.140534,-0.180322,2.811986
42.7200,-0.287787,0.116245,5.796615,-0.145454,-0.065044,2.905962
42.7600,-0.278537,0.344998,5.610308,-0.145712,0.052155,2.907396
42.8000,-0.260335,0.562662,5.243680,-0.141305,0.167547,2.816370
42.8400,-0.233765,0.762243,4.708516,-0.132381,0.277464,2.635737
42.8800,-0.199683,0.937324,4.022016,-0.119228,0.378406,2.371076
42.9200,-0.159182,1.082278,3.206245,-0.102271,0.467150,2.030599
42.9600,-0.113565,1.192448,2.287423,-0.082057,0.540854,1.624996
43.0000,-0.064297,1.264291,1.295082,-0.059235,0.597150,1.167168
43.0400,-0.012964,1.295499,0.261115,-0.034541,0.634228,0.671869
43.0800,0.038787,1.285068,-0.781244,-0.008769,0.650900,0.155218
43.1200,0.089290,1.233334,-1.798493,0.017251,0.646645,-0.365873
43.1600,0.136924,1.141960,-2.757937,0.042685,0.621630,-0.874340
43.2000,0.180157,1.013883,-3.628739,0.066716,0.576698,-1.353614
43.2400,0.217600,0.853218,-4.382910,0.088575,0.513341,-1.788236
43.2800,0.248049,0.665130,-4.996211,0.107565,0.433639,-2.164392
43.3200,0.270525,0.455664,-5.448929,0.123083,0.340189,-2.470333
43.3600,0.284306,0.231553,-5.726515,0.134637,0.236012,-2.696687
43.4000,0.288950,-0.000000,-5.820045,0.141865,0.124454,-2.836659
43.4400,0.284306,-0.231553,-5.726515,0.144542,0.009080,-2.886143
43.4800,0.270525,-0.455664,-5.448929,0.142590,-0.106437,-2.887920
